FLDNAME,DBSYMBOL,ALIAS,SYMBOLID,PROFID,DESCRIPT,REFCODE,CATEGORY,MISMO_VALUE,SRCENV,REC_CUSTOM,CREATE_DATE,MODIFY_DATE
Exception Type,ET_DCLTR,Discount Concession <= 0.375%,28063,,Discount Concession <= 0.375%,,,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
Exception Type,ET_DCLV1,Discount Concession Level 1,28696,,Discount Concession Level 1,,,,WGS,N,5/18/2021 21:59,5/18/2021 21:59
Exception Type,ET_DCLV2,Discount Concession Level 2,28650,,Discount Concession Level 2,,,,WGS,N,5/18/2021 21:59,5/18/2021 21:59
Exception Type,ET_HETRM,HELOC Terms Exception,31605,,HELOC Terms Exception,,,,WGS,N,5/20/2022 5:53,7/7/2022 4:29
Exception Type,ET_MGCON,Margin Concession,28651,,Margin Concession,,,,WGS,N,5/18/2021 21:59,5/18/2021 21:59
Exception Type,ET_NRCON,Note Rate Concession,27997,,Origination Concession,,,,WGS,N,12/4/2020 4:58,12/4/2020 4:58
Exception Type,ET_PORT,Portfolio,28652,,Portfolio,,,,WGS,N,5/18/2021 21:59,5/18/2021 21:59
Exception Type,ET_UWEL1,UW Exception Level 1,32335,,UW Exception Level 1,,,,WGS,N,11/6/2022 7:37,11/6/2022 7:37
Exception Type,ET_UWEL2,UW Exception Level 2,32336,,UW Exception Level 2,,,,WGS,N,11/6/2022 7:37,11/6/2022 7:37
Exception Type,ET_UWEL3,UW Exception Level 3,32337,,UW Exception Level 3,,,,WGS,N,11/6/2022 7:37,11/6/2022 7:37
Exception Type,ET_UWEL4,UW Exception Level 4,32338,,UW Exception Level 4,,,,WGS,N,11/6/2022 7:37,11/6/2022 7:37
Exception Type,ET_UWEL5,UW Exception Level 5,32339,,UW Exception Level 5,,,,WGS,N,11/6/2022 7:37,11/6/2022 7:37
Exception Type,ET_UWEXC,UW Exception,28653,,UW Exception,,,,WGS,N,5/18/2021 21:59,5/18/2021 21:59
ExtRelock Period,ERP_10,10 Day,13536,,B 10 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_15,15 Day,13537,,C 15 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_20,20 Day,13538,,D 20 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_25,25 Day,13539,,E 25 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_3,3 Day,28463,24531,G 3 Day,,0,,WGS,N,2/13/2021 4:08,2/13/2021 4:08
ExtRelock Period,ERP_30,30 Day,13540,,F 30 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_45,45 Day,28461,,G 45 Day,,,,WGS,N,2/13/2021 4:08,2/13/2021 4:08
ExtRelock Period,ERP_5,5 Day,13535,,A 5 Day,,,,,,9/12/2018 16:14,6/11/2020 2:22
ExtRelock Period,ERP_OTH,Other,30886,27620,Other,,0,,WGS,N,3/31/2022 13:31,3/31/2022 13:31
FAIVTranscriptTypeCL,TT_AT,Account Transcript,32026,,Account Transcript,,,,WGS,N,10/7/2022 7:20,10/7/2022 7:20
FAIVTranscriptTypeCL,TT_ROA,Record of Account,32027,,Record of Account,,,,WGS,N,10/7/2022 7:20,10/7/2022 7:20
FAIVTranscriptTypeCL,TT_TRT,Tax Return Transcrip,32028,,Tax Return Transcrip,,,,WGS,N,10/7/2022 7:20,10/7/2022 7:20
FAIVTranscriptTypeRq,TT_1098,1098,11541,,1098,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_1099,1099,11540,,1099,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_5498,5498,11542,,5498,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_AT,Account Transcript,11537,,Account Transcript,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_ROA,Record of Account,11538,,Record of Account,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_TRT,Tax Return Transcrip,11536,,Tax Return Transcript,,,,,,9/12/2018 16:14,6/11/2020 2:22
FAIVTranscriptTypeRq,TT_W2,W-2,11539,,W-2,,,,,,9/12/2018 16:14,6/11/2020 2:22
Fax Vendor,FAX_DOCM,Documo Fax,31938,,Documo Fax,,,,WGS,N,7/15/2022 4:37,10/7/2022 7:13
FC Calc Method,CMFIXED,Fixed Calc,16348,,Fixed Calculation,,,,,,9/12/2018 16:14,6/11/2020 2:22
FC Calc Method,CMPCT,Percent Calc,16347,,Percent Calculation,,,,,,9/12/2018 16:14,6/11/2020 2:22
FC Calc Method,FCNOCALC,No Calc,16346,,No Calculation Reqd,,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCBTWN,Between,16351,,Between Operand,,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCEQUAL,Equals,16349,,Equals Operand,1,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCGT,Greater Than,25025,,Greater Than Operand,8,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCGTEQ,Greater Than or Equal,25029,,Greater Than or Equal Operand,16,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCGTEQLT,GT or EQ and LT,25027,,Greater than or  Equal and Less than  Operand,,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCGTLTEQ,GT And LT or EQ,25022,,Greater than and less than or equal,,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCIN,IN,25023,,IN Operand,,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCLT,Lesser Than,25026,,Lesser Than Operand,4,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCLTEQ,Less Than or Equal,25028,,Less Than or Equal Operand,32,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCNOTEQ,Not Equals,16350,,Not Equals Operand,2,,,,,9/12/2018 16:14,6/11/2020 2:22
FCC Comparison Oper,FCNOTIN,Not In,25024,,Not In Operand,,,,,,9/12/2018 16:14,6/11/2020 2:22
Fee 3rd Party Type,F3PT_BKR,Broker,11087,,Broker,BKR,,Broker,,,9/12/2018 16:14,6/11/2020 2:22
Fee 3rd Party Type,F3PT_COR,Correspondent,11088,,Correspondent,COR,,Correspondent,,,9/12/2018 16:14,6/11/2020 2:22
Fee 3rd Party Type,F3PT_OTH,Other,11089,,Other,OTH,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_CIR,Chosen Int Rt Cd/Chg,11065,,Chosen Interest Rate Credit Or Charge,CIR,,ChosenInterestRateCreditOrCharge,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_COC,Comb Orig and Int Rt,11066,,Combined Our Origination And Interest Rate Credit Or Charge,COC,,CombinedOurOriginationAndInterestRateCreditOrCharge,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_GRC,Govt Recording Chrgs,11067,,Government Recording Charges,GRC,,GovernmentRecordingCharges,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_HOI,Homeowners Insurance,19897,,Homeowners Insurance,HOI,,HomeownersInsurance,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_NUL,None,11068,,None,NUL,,None,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_OOR,Our Origination Chg,11069,,Our Origination Charge,OOR,,OurOriginationCharge,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_OTI,Owners Title Ins,11070,,Owners Title Insurance,OTI,,OwnersTitleInsurance,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_RSB,Reqd Svcs - Bor Shop,11072,,Required Services You Can Shop For,RSB,,RequiredServicesYouCanShopFor,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_RSL,Reqd Svcs - Lndr Sel,11071,,Required Services Lender Selected,RSL,,RequiredServicesLenderSelected,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_TS,Title Services,11073,,Title Services,TS,,TitleServices,,,9/12/2018 16:14,6/11/2020 2:21
Fee Aggregation Type,FAT_TT,Transfer Taxes,11074,,Transfer Taxes,TT,,TransferTaxes,,,9/12/2018 16:14,6/11/2020 2:21
Fee Change Type,FCT_CER,Clerical Error,20610,,Clerical/Omission Error,,,,WGS,N,9/12/2018 16:14,10/31/2022 0:14
Fee Change Type,FCT_COC,ChangeOfCircumstance,20609,22653,Change of Circumstance,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Change Type,FCT_NCER,Non-Clerical Error,20611,22654,Non-Clerical /Good Faith Error,,,,WGS,N,9/12/2018 16:14,10/31/2022 0:14
Fee Effect Date Rule,FED_AD,Application Date,25050,,Application Date,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Effect Date Rule,FED_LCD,Loan Created Date,25051,,Loan Created Date,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_EPAC,Escrow Pmt AtClosing,19890,,Initial Escrow Payment At Closing,,,InitialEscrowPaymentAtClosing,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_ORCG,Origination Charges,19891,,Origination Charges,,,OriginationCharges,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_OTHR,Other,19892,,Other,,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_PREP,Prepaids,19893,,Prepaids,,,Prepaids,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_SCNS,Services Cannot Shop,19894,,Services You Cannot Shop For,,,ServicesYouCannotShopFor,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_SCS,Services Can Shop,19895,,Services You Can Shop For,,,ServicesYouCanShopFor,,,9/12/2018 16:14,6/11/2020 2:21
Fee ID Section Type,IST_TGF,Taxes And Gov. Fees,19896,,Taxes And Other Government Fees,,,TaxesAndOtherGovernmentFees,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By,PDBY01,Buyer,5234,,Buyer,BOR,0,MISMO_VALUE,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By,PDBY02,Lender,5235,,Lender,LEN,0,MISMO_VALUE,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By,PDBY03,Seller,5236,,Seller,SEL,0,MISMO_VALUE,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By,PDBY04,Third Party,5237,,Third Party,TPY,0,MISMO_VALUE,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By,PDBY05,Other,24677,,Other,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_3RD,3rd Party,11080,,Third Party,3RD,,ThirdParty,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_BKR,Broker,11081,,Broker,BKR,,Broker,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_BUY,Buyer,11077,,Buyer,BUY,,Buyer,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_COR,Correspondent,11082,,Correspondent,COR,,Correspondent,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_LND,Lender,11078,,Lender,LND,,Lender,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid By Type,FPBT_SLR,Seller,11079,,Seller,SLR,,Seller,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid To Type,FPTT_BUY,Broker,11083,,Broker,BKR,,Broker,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid To Type,FPTT_INV,Investor,11084,,Investor,INV,,Investor,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid To Type,FPTT_LND,Lender,11085,,Lender,LND,,Lender,,,9/12/2018 16:14,6/11/2020 2:21
Fee Paid To Type,FPTT_OTH,Other,11086,,Other,OTH,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Fee Resp Party,FRP_BUY,Buyer,11075,,Buyer,BUY,,Buyer,,,9/12/2018 16:14,6/11/2020 2:21
Fee Resp Party,FRP_LNDR,Lender,21156,,Lender,,,Other,,,9/12/2018 16:14,6/11/2020 2:21
Fee Resp Party,FRP_SLR,Seller,11076,,Seller,,,Seller,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_CONS,Consumer,25080,,Consumer,3,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_CORR,Correspondent,25081,,Correspondent,4,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_CPTL,Conduit Portal,25083,,Conduit Portal,6,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_EQ,Equity,25079,,Equity,2,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_PRCE,Pricing Estimation,25084,,Pricing Estimation,7,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_RETA,Retail,25078,,Retail,1,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Channel,FSC_WHSA,Wholesale,25082,,Wholesale,5,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Status,FSACTIVE,Active,25077,,Active Fee Scheme,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Status,FSDEV,Development,25073,,Development Fee Scheme,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Status,FSINACT,Active Expired,25074,,Active Expired Fee Scheme,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Status,FSPENDNG,Pending Activation,25075,,Pending Activation Fee Scheme,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Scheme Status,FSQALASS,Quality Assurance,25076,,Fee Scheme which requires Quality Assurance,,,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Type,F_875,Draw Access fee,25767,2,Draw Access fee,,0,,WGS,N,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_ADJORG,Adjusted Orig Charge,11166,2,Adjusted Origination Charges,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_AFFDV,Affidvit Record,27268,2,Affidavit Recording,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_AGGADJ,Aggregate Adj,11227,2,Aggregate Adj,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_ALTATL,ALTA Title,31883,44608,ALTA Title,,0,,WGS,N,7/2/2022 12:25,7/2/2022 12:25
Fee Type,F_ALTTRN,AltTransProp,27269,2,Alternative Trans Property,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_AMCCHG,AMCCharge,27270,2,AMC Charge,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_AMCOT,AMC Other,27271,2,Other AMC,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_ANNLAS,Annul Assessmnt,11225,2,Annul Assessmnt,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_APFL_O,Apprl Field,27272,2,Appraisal Field Review,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_APPRCO,ApprslMgtCompyFee,27273,2,Appraisal Mgt Company Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_APRFE2,Second Appraisal,12089,2866,Second Appraisal Fee,,0,,,,9/12/2018 16:14,6/11/2020 2:21
Fee Type,F_APRUSH,Appraisal Rush,27274,2,Appraisal Rush,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_ASSESS,Assessment,11197,2,Assessment,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_AVMVE,AVM-VERO,29757,26483,AVM-VERO,,0,,BECU,Y,9/7/2021 5:52,9/8/2021 3:46
Fee Type,F_AVMVP4,AVM-VP4,29758,2,AVM-VP4,,0,,BECU,Y,9/7/2021 7:00,6/21/2022 6:03
Fee Type,F_BORCRD,Borrower Credit,11577,2,Borrower Credit,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_BOUPTX,Borough Prop Tx,11235,2,Borough Prop Tx,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_BRGHUF,Brgh Tx Upfront,11209,2,Brgh Tx Upfront,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_BYDNAM,Buydown Amt,11649,2,Buydown Amount,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CANREC,CancelRecFee,27275,2,Cancellation Recording,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CCEDIS,CNRECreditDisability,32185,21814,CNRE Credit Disability,,0,,WGS,N,10/21/2022 3:01,10/21/2022 6:49
Fee Type,F_CCLI,Cons Life Ins,16600,2,Consumer Life Insurance,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CHINS,Chimney Inspection,27276,2,Chimney Insp Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CIC,Condo Insurance Cert,29764,26497,Condo Insurance Cert,,0,,BECU,Y,9/7/2021 8:06,7/19/2022 11:11
Fee Type,F_CIRFEE,Cred/Charge for Rate,11161,2,Credit or Charge for Rate,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CITTAX,City Tx Reserve,11220,2,City Tx Reserve,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CITYUF,City Tx Upfront,11198,2,City Tx Upfront,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CNTTAX,City/County Tax,11134,2,City/County Tax,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CNTYTX,County Tax Resv,11224,2,County Tax Resv,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CNTYUF,Cnty Tx Upfront,11199,2,Cnty Tx Upfront,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_COMSRC,CompSearches,27277,2,Comparable Searches,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CONDOC,Financed Doc Fees,32180,21814,Financed Doc Fees,,0,,WGS,N,10/21/2022 2:30,10/21/2022 6:50
Fee Type,F_CONPRO,CNRE Processing Fee,32178,21814,CNRE Processing Fee,,0,,WGS,N,10/21/2022 2:11,10/21/2022 7:02
Fee Type,F_COOPQ,CoopQuestionnaire,27278,2,Coop Questionnaire,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CPINSP,C/P Inspection Fee,27279,2,C/P Inspection,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CPLPRP,ComplxPropAdj,27280,2,Complex Property Adjustment,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_CREDII,Credit Dis Insu,11228,2,Credit Dis Ins,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CRELFE,Credit Life Insu,11229,2,Credit Life Ins,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CRELIF,Credit Life Ins,11204,2,Credit Life Ins,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CREUEM,Credit Unemploy,11205,2,Credit Unemploy,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CREUNE,Credit Unempl,11230,2,Credit Unemploy,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_CRLIFE,CNRE Credit Life,32184,21814,CNRE Credit Life,,0,,WGS,N,10/21/2022 2:47,10/21/2022 7:03
Fee Type,F_CRTF,Certification Fee,31884,44614,Certification Fee,,0,,WGS,N,7/2/2022 12:25,7/2/2022 12:25
Fee Type,F_DECREC,Declaration Rec,27281,2,Declaration Recording,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_DEL,Delivery Fee,31885,44612,Delivery Fee,,0,,WGS,N,7/2/2022 12:25,7/2/2022 12:25
Fee Type,F_DISAIN,Disaster Inspect,27282,2,Disaster Inspect Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_DISPRP,District Prop,11234,2,District Prop,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_DISTUF,Dist Tx Upfront,11208,2,Dist Tx Upfront,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_DOCSMP,Doc Stamp Fee,11213,2,Doc Stamp Fee,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_ELTVH,Electrical Vehicle,31606,44571,Electrical Vehicle Fee,,0,,BECU,Y,5/10/2022 8:35,11/17/2022 22:27
Fee Type,F_ENGAUD,Energy Audit,27283,2,Energy Audit and Weather Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_ENVIN,Environmental Insp,27284,2,Environmental Inspect Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_EQAKIP,Eqk Ins Premium,11193,2,Eqk Ins Premium,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_EQPACT,EquiSmart Policy Act,29761,26491,EquiSmart Policy Activation,,0,,BECU,Y,9/7/2021 7:53,9/8/2021 6:25
Fee Type,F_EQRT,EquiSmart Report,29760,26489,EquiSmart Report,,0,,BECU,Y,9/7/2021 7:49,9/8/2021 6:23
Fee Type,F_ERCCN,ERCAddend91,27285,2,ERC Condo Addendum 1991 Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_ERCMKT,ERCMktAnalysis,27286,2,ERC Market Analysis,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_ERTHIN,Earthquake Ins,11236,2,Earthquake Ins,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_ESCDEP,Init Escrow Deposit,11216,2,Initial Deposit for Escrow,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_ESCLF,Escrow Closing Fee,31886,44610,Escrow Closing Fee,,0,,WGS,N,7/2/2022 12:25,7/2/2022 12:25
Fee Type,F_EVDOT1,EstValue1,27287,2,Estimated Value 1 To 1Dot99,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_EVDOT2,EstValue2,27288,2,Estimated Value 2 To 2Dot99,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_EVDOT3,EstValue3,27289,2,Estimated Value 3 Plus R,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_EXCST,Excise Tax,31607,44593,Excise Tax,,0,,BECU,Y,5/10/2022 10:45,11/17/2022 22:27
Fee Type,F_FHAMIP,FHA MIP,11219,2,FHA MIP,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_FLDRES,Fld Ins Reserve,11226,2,Fld Ins Reserve,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_FLODIP,Flood Ins Prem,11192,2,Flood Ins Prem,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_G9IS,G9 -Insured Search,29762,2,E&O Insurance,,0,,BECU,Y,9/7/2021 7:58,6/21/2022 6:03
Fee Type,F_GAPINS,GAP Ins Premium,32140,45567,GAP Ins Premium,,0,,WGS,N,10/8/2022 4:49,11/11/2022 14:46
Fee Type,F_GEODES,GeoEarthHomes,27290,2,Geodesic Earth Homes,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_GEOENG,Geotech Engineering,27291,2,Geotechnical Engineering Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_GOVREC,Govmt Recording Chrg,11256,2,Government Recording Charges,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_GRANTO,GrantorCountyTax,27292,2,Grantor County Tax,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_GRNTOS,GrantorStateTax,27293,2,Grantor State Tax,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HAZAIP,Haz Ins Premium,11191,2,Haz Ins Premium,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_HAZRES,Haz Ins Reserve,11217,2,Haz Ins Reserve,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_HBDVF,Hybrid Vehicle Fee,31688,44599,Hybrid Vehicle Fee,,0,,BECU,Y,5/10/2022 10:05,11/17/2022 22:27
Fee Type,F_HIS100,HistCentHomes,27294,2,Historic Century Homes R,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HLDBK,Holdback Items,12330,2,Escrow Holdback,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_HMINS,Home Inspection,27295,2,Home Inspection Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HOA,Upfront HOA Dues,20169,2,Upfront HOA Dues,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_HOAC,UpfrontHOADuesCondo,20170,2,Upfront HOA Dues Condo,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_HOMWAR,Home Warranty Fee,27296,2,Home Warranty,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HOUSC,Housing Couns Serv,27297,2,Housing Counseling Serv Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HUDOWN,HUDOwnAddend,27298,2,HUD Owned Addendum,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_HVACIN,HVAC Inspection,27299,2,HVAC Inspection Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_LANDBA,LandBankTax,27300,2,LandBank Tax,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_LCNFEE,License Fees,32181,21814,License Fees,,0,,WGS,N,10/21/2022 2:34,10/21/2022 7:04
Fee Type,F_LCNSF,License Service Fee,31689,44581,License Service Fee,,0,,BECU,Y,5/10/2022 10:26,11/17/2022 22:27
Fee Type,F_LEXT,Lock Extension Fee,13542,2,Lock Extension Fee,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_LOGHM,LogHomes,27301,2,Log Homes,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_MERS,MERS Reg-Our Orig,13511,2,MERS Registration - Our Orig Charge,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_MGONSE,MtgConservFund,27302,2,Mortgage Conservation Fund,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_MIRES,Mtg Ins Reserve,11218,2,Mtg Ins Reserve,,0,,,,9/12/2018 16:14,6/21/2022 6:03
Fee Type,F_MSRV,Marine Survey,29765,2,Marine Survey,,0,,BECU,Y,9/7/2021 8:10,6/21/2022 6:03
Fee Type,F_MTIT,Marine Title,29766,2,Marine Title,,0,,BECU,Y,9/7/2021 8:30,6/21/2022 6:03
Fee Type,F_MULCRT,Muncipl Lien Cert,27303,2,Municipal Lien Certificate Fee,,0,,WGS,N,12/20/2019 13:18,6/21/2022 6:03
Fee Type,F_MUNCET,Muncpl Cert Rec,11214,2,Muncpl Cert Rec,,0,,,,9/12/2018 16:14,6/21/2022 6:03
