loan_number,product_type,service_fee,balance,participation_balance_90,date_interest_paid_to,original_loan_to_value_ratio,net_int,price,premium_discount,funds_due
5544909142,Purchase Vehicle,0.25,36599.6,32939.64,3/11/2022,65.14,1.49,99.75,-82.3491,32893.5967
5544941143,Purchase Vehicle,0.25,4785.5,4306.95,3/10/2022,15.31,3.74,99.75,-10.767375,4308.539442
5545071143,Purchase Vehicle,0.25,35906.44,32315.796,3/26/2022,85.1,1.49,99.75,-80.78949,32250.83682
5545231145,Purchase Vehicle,0.25,33116.91,29805.219,2/28/2022,73.8,2.74,99.75,-74.5130475,29815.7284
5545332144,Refinance From Other Financial Institution,0.25,9570.37,8613.333,2/28/2022,54.38,1.24,99.75,-21.5333325,8602.919126
5545417143,Purchase Vehicle,0.25,48316.68,43485.012,3/22/2022,96.63,1.24,99.75,-108.71253,43399.93625
5545483145,Purchase Vehicle,0.25,20308.16,18277.344,3/10/2022,60.35,1.24,99.75,-45.69336,18249.03665
5545612141,Purchase Vehicle,0.25,17691.97,15922.773,4/1/2022,58.88,1.24,99.75,-39.8069325,15886.2117
5545707143,Refinance From Other Financial Institution,0.25,11987.5,10788.75,3/16/2022,33.67,1.74,99.75,-26.971875,10773.09301
5545891144,Refinance From Other Financial Institution,0.25,21649.82,19484.838,3/12/2022,71.39,1.24,99.75,-48.712095,19453.33662
5545912145,Refinance From Other Financial Institution,0.25,12866.76,11580.084,4/5/2022,65.81,2.24,99.75,-28.95021,11552.55513
5546232145,DCU Re-Finance,0.25,5925.32,5332.788,4/4/2022,25.76,1.74,99.75,-13.33197,5320.218692
5546243148,DCU Re-Finance,0.25,17664.71,15898.239,3/21/2022,85.13,1.24,99.75,-39.7455975,15867.67518
5546247145,Purchase Vehicle,0.25,32978.11,29680.299,3/12/2022,51.29,1.24,99.75,-74.2007475,29632.31449
5546312144,DCU Re-Finance,0.25,14814.54,13333.086,3/15/2022,76.17,2.49,99.75,-33.332715,13320.67344
5546318143,Refinance From Other Financial Institution,0.25,13762.2,12385.98,3/3/2022,47.37,1.99,99.75,-30.96495,12378.65021
5546360147,DCU Re-Finance,0.25,16785.51,15106.959,3/10/2022,65.57,1.74,99.75,-37.7673975,15089.35629
5546400143,DCU Re-Finance,0.25,16714.73,15043.257,2/16/2022,50.5,1.74,99.75,-37.6081425,15041.50539
5546451144,Purchase Vehicle,0.25,13848.91,12464.019,2/26/2022,32.59,2.99,99.75,-31.1600475,12473.69996
5546517141,Purchase Vehicle,0.25,2672.18,2404.962,4/5/2022,7.28,1.24,99.75,-6.012405,2399.113001
5546544144,Purchase Vehicle,0.25,19901.47,17911.323,3/9/2022,66.33,2.24,99.75,-44.7783075,17898.42194
5546969143,Purchase Vehicle,0.25,35052.63,31547.367,3/12/2022,87.52,1.74,99.75,-78.8684175,31507.60003
5547022143,Refinance From Other Financial Institution,0.25,14013.03,12611.727,3/22/2022,79.51,1.74,99.75,-31.5293175,12589.81715
5547079141,Purchase Vehicle,0.25,8130.67,7317.603,3/15/2022,71.17,1.24,99.75,-18.2940075,7305.026747
5547103143,Purchase Vehicle,0.25,7886.34,7097.706,3/15/2022,46.6,2.99,99.75,-17.744265,7093.334591
5547215143,Purchase Vehicle,0.25,33671.05,30303.945,4/5/2022,51.64,2.99,99.75,-75.7598625,30233.15
5547320143,Refinance From Other Financial Institution,0.25,23795.27,21415.743,4/1/2022,57.79,1.74,99.75,-53.5393575,21368.32913
5547334142,Purchase Vehicle,0.25,14884.24,13395.816,3/22/2022,64.57,2.99,99.75,-33.48954,13379.88415
5547532144,Purchase Vehicle,0.25,21556.19,19400.571,3/31/2022,61.68,1.24,99.75,-48.5014275,19356.68319
5547554141,Purchase Vehicle,0.25,18562.67,16706.403,4/4/2022,38.44,1.99,99.75,-41.7660075,16667.36952
5547677148,Purchase Vehicle,0.25,28079.73,25271.757,3/12/2022,78.99,1.24,99.75,-63.1793925,25230.89984
5547702146,DCU Re-Finance,0.25,18127.83,16315.047,3/8/2022,86.84,1.74,99.75,-40.7876175,16297.59213
5547770142,Refinance From Other Financial Institution,0.25,21692.3,19523.07,3/23/2022,45.12,1.74,99.75,-48.807675,19488.22266
5547807143,Purchase Vehicle,0.25,8526.52,7673.868,4/6/2022,52.31,1.99,99.75,-19.18467,7655.101713
5548005143,Refinance From Other Financial Institution,0.25,18816.12,16934.508,2/22/2022,52.45,3.24,99.75,-42.33627,16958.31374
5548121144,Refinance From Other Financial Institution,0.25,23045.1,20740.59,3/24/2022,34.2,1.74,99.75,-51.851475,20702.58074
5548154143,Own Outright,0.25,12718.7,11446.83,3/15/2022,54.47,2.99,99.75,-28.617075,11439.78001
5548214143,Refinance From Other Financial Institution,0.25,21115.42,19003.878,3/9/2022,85.66,1.99,99.75,-47.509695,18986.41526
5548226145,Refinance From Other Financial Institution,0.25,22535.76,20282.184,3/29/2022,86.84,1.49,99.75,-50.70546,20238.93016
5548234143,Purchase Vehicle,0.25,20837.92,18754.128,3/21/2022,96.4,1.24,99.75,-46.88532,18718.07383
5548290143,Refinance From Other Financial Institution,0.25,23879.6,21491.64,2/28/2022,79.14,2.24,99.75,-53.7291,21488.03058
5548352146,Purchase Vehicle,0.25,34828,31345.2,2/28/2022,96.48,1.24,99.75,-78.363,31307.30237
5548407143,Refinance From Other Financial Institution,0.25,17131.87,15418.683,3/17/2022,52.48,2.24,99.75,-38.5467075,15400.00738
5548644143,Refinance From Other Financial Institution,0.25,5667.32,5100.588,4/1/2022,24.91,2.24,99.75,-12.75147,5089.714664
5548701151,DCU Re-Finance,0.25,38895.21,35005.689,4/2/2022,75.16,1.49,99.75,-87.5142225,34925.31977
5548718148,Purchase Vehicle,0.25,16568.9,14912.01,3/15/2022,45.61,2.24,99.75,-37.280025,14895.77838
5548764143,Own Outright,0.25,18899.59,17009.631,3/15/2022,80.42,1.74,99.75,-42.5240775,16985.75693
5548805144,Refinance From Other Financial Institution,0.25,27737.07,24963.363,3/14/2022,68.11,1.24,99.75,-62.4084075,24921.30828
5548836145,Purchase Vehicle,0.25,16570.63,14913.567,3/17/2022,30.27,2.74,99.75,-37.2839175,14899.7934
5548838141,Purchase Vehicle,0.25,16959.85,15263.865,3/15/2022,84.38,1.49,99.75,-38.1596625,15240.03664
5548983141,Purchase Vehicle,0.25,8905.44,8014.896,4/1/2022,25.87,3.49,99.75,-20.03724,7999.456895
5549033144,Purchase Vehicle,0.25,39609.73,35648.757,3/14/2022,79.24,1.49,99.75,-89.1218925,35594.56112
5549083148,Refinance From Other Financial Institution,0.25,39401.3,35461.17,3/15/2022,88.39,1.74,99.75,-88.652925,35411.39806
5549157144,DCU Re-Finance,0.25,15000,13500,3/16/2022,65.29,1.24,99.75,-33.75,13476.33986
5549384145,Purchase Vehicle,0.25,27431.07,24687.963,4/1/2022,66.22,1.24,99.75,-61.7199075,24631.27538
5549464144,DCU Re-Finance,0.25,12976.14,11678.526,3/28/2022,54.64,1.24,99.75,-29.196315,11653.29718
5549519143,DCU Re-Finance,0.25,22401.76,20161.584,4/6/2022,58.87,1.24,99.75,-50.40396,20111.86498
5549541145,Purchase Vehicle,0.25,21429.56,19286.604,3/19/2022,71.02,1.99,99.75,-48.21651,19258.3663
5549637159,Purchase Vehicle,0.25,13266.76,11940.084,3/21/2022,79.68,1.49,99.75,-29.85021,11918.51988
5549770143,Purchase Vehicle,0.25,29273.54,26346.186,4/4/2022,67.33,1.74,99.75,-65.865465,26284.0884
5549789144,DCU Re-Finance,0.25,12100.06,10890.054,3/30/2022,37.4,1.99,99.75,-27.225135,10867.57872
5549890141,Purchase Vehicle,0.25,43400.66,39060.594,4/1/2022,86.82,1.49,99.75,-97.651485,38972.50969
5549931142,Purchase Vehicle,0.25,14029.37,12626.433,4/6/2022,58.52,2.49,99.75,-31.5660825,12595.72828
5550076142,Refinance From Other Financial Institution,0.25,5195.78,4676.202,3/21/2022,27.71,2.24,99.75,-11.690505,4669.390119
5550217145,Purchase Vehicle,0.25,30084.98,27076.482,4/2/2022,85.05,1.24,99.75,-67.691205,27013.39009
5550222142,DCU Re-Finance,0.25,15611.6,14050.44,3/21/2022,82.27,1.74,99.75,-35.1261,14026.70053
5550329146,Own Outright,0.25,24000,21600,3/16/2022,55.62,1.74,99.75,-54,21568.65337
5550472145,Purchase Vehicle,0.25,41053.28,36947.952,4/4/2022,98.39,1.24,99.75,-92.36988,36859.34777
5550523143,Purchase Vehicle,0.25,30806.24,27725.616,4/5/2022,83.43,1.49,99.75,-69.31404,27658.56559
5550528145,Purchase Vehicle,0.25,34093.88,30684.492,3/29/2022,84.81,1.24,99.75,-76.71123,30617.16266
5550573144,Refinance From Other Financial Institution,0.25,17386.9,15648.21,3/29/2022,62.54,2.24,99.75,-39.120525,15617.73243
5550658145,DCU Re-Finance,0.25,35281.89,31753.701,4/1/2022,88.98,1.99,99.75,-79.3842525,31684.70412
5550685145,Purchase Vehicle,0.25,41745.47,37570.923,3/15/2022,104.51,1.24,99.75,-93.9273075,37506.35248
5550763145,Refinance From Other Financial Institution,0.25,20423.31,18380.979,3/28/2022,56.34,1.24,99.75,-45.9524475,18341.27105
5550807143,Purchase Vehicle,0.25,39361.77,35425.593,3/23/2022,68.52,5.49,99.75,-88.5639825,35416.95498
5550883143,Purchase Vehicle,0.25,20421.57,18379.413,4/4/2022,53.6,2.24,99.75,-45.9485325,18336.84829
5550966148,DCU Re-Finance,0.25,16718.79,15046.911,3/14/2022,69.44,1.74,99.75,-37.6172775,15026.50904
5551042146,DCU Re-Finance,0.25,30055.87,27050.283,3/30/2022,76.28,1.74,99.75,-67.6257075,26992.97346
5551159146,Purchase Vehicle,0.25,22709.76,20438.784,4/4/2022,56.6,2.49,99.75,-51.09696,20391.86999
5551241144,Refinance From Other Financial Institution,0.25,19394.21,17454.789,3/16/2022,57.98,2.24,99.75,-43.6369725,17434.71838
5551268143,Purchase Vehicle,0.25,12480.75,11232.675,3/1/2022,42.85,2.24,99.75,-28.0816875,11230.09918
5551328142,Purchase Vehicle,0.25,14531.31,13078.179,4/1/2022,54.37,1.74,99.75,-32.6954475,13049.22427
5551421143,Refinance From Other Financial Institution,0.25,35843.22,32258.898,3/24/2022,86.61,1.24,99.75,-80.647245,32193.59362
5551488144,DCU Re-Finance,0.25,11803.36,10623.024,3/30/2022,70.36,2.24,99.75,-26.55756,10601.68191
5551536144,Purchase Vehicle,0.25,8173.89,7356.501,3/9/2022,53.79,2.24,99.75,-18.3912525,7351.202304
5551554147,Refinance From Other Financial Institution,0.25,23796.95,21417.255,3/26/2022,63.71,2.24,99.75,-53.5431375,21379.48435
5551572149,Purchase Vehicle,0.25,42548.09,38293.281,4/6/2022,91.7,1.24,99.75,-95.7332025,38198.84872
5551681143,Refinance From Other Financial Institution,0.25,31199.21,28079.289,2/16/2022,89.27,1.74,99.75,-70.1982225,28076.01949
5551830143,Refinance From Other Financial Institution,0.25,33619.18,30257.262,3/16/2022,77.04,1.49,99.75,-75.643155,30208.79235
5551868145,Purchase Vehicle,0.25,35762.78,32186.502,3/21/2022,88.8,3.74,99.75,-80.466255,32162.10199
5551981145,Refinance From Other Financial Institution,0.25,27815.12,25033.608,4/2/2022,88.72,1.49,99.75,-62.58402,24976.13358
5551981146,DCU Re-Finance,0.25,22717.73,20445.957,3/12/2022,92.54,1.49,99.75,-51.1148925,20416.54283
5552016141,Refinance From Other Financial Institution,0.25,22786.18,20507.562,3/26/2022,34.07,2.74,99.75,-51.268905,20474.76676
5552139146,Purchase Vehicle,0.25,39395.88,35456.292,4/6/2022,89.33,1.24,99.75,-88.64073,35368.85581
5552215146,DCU Re-Finance,0.25,25217.4,22695.66,3/21/2022,73.79,1.74,99.75,-56.73915,22657.31366
5552285143,Refinance From Other Financial Institution,0.25,15253.7,13728.33,3/23/2022,44.93,2.24,99.75,-34.320825,13706.64676
5552345143,Refinance From Other Financial Institution,0.25,14773.21,13295.889,3/17/2022,36.75,2.74,99.75,-33.2397225,13283.60943
5552386143,Refinance From Other Financial Institution,0.25,31029.43,27926.487,3/16/2022,78.01,1.74,99.75,-69.8162175,27885.95916
5552447145,Purchase Vehicle,0.25,8622.71,7760.439,4/4/2022,35.3,3.24,99.75,-19.4010975,7743.104518
5552506144,Refinance From Other Financial Institution,0.25,15721.94,14149.746,3/14/2022,62.02,1.49,99.75,-35.374365,14128.23451
5552563147,Refinance From Other Financial Institution,0.25,10880.47,9792.423,4/1/2022,36.67,1.99,99.75,-24.4810575,9771.145272
5552563148,Purchase Vehicle,0.25,35831.37,32248.233,2/15/2022,70.76,1.49,99.75,-80.6205825,32234.75059
5552601150,DCU Re-Finance,0.25,16248.76,14623.884,3/10/2022,81.35,1.99,99.75,-36.55971,14609.64875
5552616143,Purchase Vehicle,0.25,29585.48,26626.932,3/15/2022,55.09,2.99,99.75,-66.56733,26610.53273
5552674142,Purchase Vehicle,0.25,15641.9,14077.71,3/11/2022,35.27,3.99,99.75,-35.194275,14084.06618
5552721143,Purchase Vehicle,0.25,24647.53,22182.777,3/16/2022,77.14,1.24,99.75,-55.4569425,22143.8994
5552958145,DCU Re-Finance,0.25,11255.21,10129.689,3/15/2022,60.92,2.24,99.75,-25.3242225,10118.6629
5552972147,DCU Re-Finance,0.25,36685.63,33017.067,3/11/2022,80.63,4.49,99.75,-82.5426675,33044.18622
5553026143,DCU Re-Finance,0.25,31997.6,28797.84,3/12/2022,87.97,1.24,99.75,-71.9946,28751.28218
5553080144,Refinance From Other Financial Institution,0.25,14857.96,13372.164,4/2/2022,53.74,2.49,99.75,-33.43041,13343.29478
5553151144,DCU Re-Finance,0.25,11005.78,9905.202,3/18/2022,61.4,2.49,99.75,-24.763005,9893.95349
5553193142,Refinance From Other Financial Institution,0.25,17897.01,16107.309,3/16/2022,51.5,2.24,99.75,-40.2682725,16088.7878
5553214142,Purchase Vehicle,0.25,18385.33,16546.797,4/5/2022,52.27,1.74,99.75,-41.3669925,16507.00762
5553267143,Refinance From Other Financial Institution,0.25,36801.22,33121.098,4/4/2022,105.75,3.99,99.75,-82.802745,33049.15716
5553314143,Purchase Vehicle,0.25,8373.13,7535.817,3/10/2022,28.49,1.99,99.75,-18.8395425,7528.48145
5553467145,Purchase Vehicle,0.25,11185.5,10066.95,3/18/2022,67.79,1.74,99.75,-25.167375,10051.3807
5553517151,DCU Re-Finance,0.25,41549.69,37394.721,3/12/2022,85.27,1.24,99.75,-93.4868025,37334.26449
5553573143,Own Outright,0.25,10299.04,9269.136,4/1/2022,75.18,1.49,99.75,-23.17284,9248.233463
5553641141,Purchase Vehicle,0.25,26912.56,24221.304,4/1/2022,91.55,1.24,99.75,-60.55326,24165.6879
5553673141,Purchase Vehicle,0.25,22548.67,20293.803,3/28/2022,68.59,1.99,99.75,-50.7345075,20254.13279
5553731146,DCU Re-Finance,0.25,11678.75,10510.875,3/11/2022,73.57,1.74,99.75,-26.2771875,10498.1266
5553845141,Purchase Vehicle,0.25,22982.83,20684.547,3/8/2022,60.44,1.74,99.75,-51.7113675,20662.41737
5553948144,Refinance From Other Financial Institution,0.25,20606.55,18545.895,3/14/2022,50.54,3.99,99.75,-46.3647375,18548.18656
5554074144,DCU Re-Finance,0.25,42709.33,38438.397,4/5/2022,54.67,1.24,99.75,-96.0959925,38344.91271
5554203149,Purchase Vehicle,0.25,22840.31,20556.279,3/21/2022,77.56,1.74,99.75,-51.3906975,20521.54734
5554221142,Refinance From Other Financial Institution,0.25,10112.74,9101.466,3/25/2022,55.56,3.24,99.75,-22.753665,9089.215177
5554379145,DCU Re-Finance,0.25,39834.59,35851.131,3/12/2022,81.25,1.24,99.75,-89.6278275,35793.17003
5554463143,Purchase Vehicle,0.25,28269.46,25442.514,3/14/2022,92.76,3.74,99.75,-63.606285,25441.47539
5554710143,Refinance From Other Financial Institution,0.25,22493.2,20243.88,4/1/2022,63.01,2.24,99.75,-50.6097,20200.72448
5554716144,Refinance From Other Financial Institution,0.25,22245.75,20021.175,3/10/2022,74.03,1.74,99.75,-50.0529375,19997.84622
5554995143,Refinance From Other Financial Institution,0.25,14912.63,13421.367,3/18/2022,59,1.74,99.75,-33.5534175,13400.60984
5555005143,Refinance From Other Financial Institution,0.25,18476.66,16628.994,4/1/2022,62.11,1.24,99.75,-41.572485,16590.8111
5555153142,Refinance From Other Financial Institution,0.25,18044.13,16239.717,3/5/2022,67.27,1.24,99.75,-40.5992925,16217.32399
5555182142,Purchase Vehicle,0.25,11646.92,10482.228,3/28/2022,46.59,1.24,99.75,-26.20557,10459.58352
5555300149,DCU Re-Finance,0.25,19821.8,17839.62,3/26/2022,30.73,1.74,99.75,-44.59905,17805.22619
5555337142,Refinance From Other Financial Institution,0.25,35692.82,32123.538,3/7/2022,45.5,1.74,99.75,-80.308845,32090.70158
5555389142,Purchase Vehicle,0.25,21875.34,19687.806,3/23/2022,62.72,1.49,99.75,-49.219515,19650.64189
5555528145,DCU Re-Finance,0.25,9127.34,8214.606,1/3/2022,65.2,1.24,99.75,-20.536515,8220.30221
5555558142,Purchase Vehicle,0.25,12294.01,11064.609,3/12/2022,45.96,1.74,99.75,-27.6615225,11050.66153
5555560145,Refinance From Other Financial Institution,0.25,21449.42,19304.478,3/24/2022,75.99,1.24,99.75,-48.261195,19265.39833
5555600144,Purchase Vehicle,0.25,14567.49,13110.741,3/31/2022,48.8,2.24,99.75,-32.7768525,13083.59638
5555603144,Refinance From Other Financial Institution,0.25,23272.87,20945.583,3/21/2022,64.87,1.74,99.75,-52.3639575,20910.19357
5555676145,Purchase Vehicle,0.25,27238.19,24514.371,3/14/2022,66.28,1.24,99.75,-61.2859275,24473.07268
5555831143,DCU Re-Finance,0.25,17580.1,15822.09,3/11/2022,68.87,1.24,99.75,-39.555225,15797.04775
5555832144,Purchase Vehicle,0.25,22908.66,20617.794,3/10/2022,66.84,2.24,99.75,-51.544485,20601.67823
5555947143,Purchase Vehicle,0.25,15879.88,14291.892,3/16/2022,61.79,1.74,99.75,-35.72973,14271.15114
5556011144,Purchase Vehicle,0.25,21734.19,19560.771,4/4/2022,85.4,3.49,99.75,-48.9019275,19517.48007
5556133144,Purchase Vehicle,0.25,19999.13,17999.217,3/18/2022,66.65,2.24,99.75,-44.9980425,17976.31115
5556258142,Refinance From Other Financial Institution,0.25,14443.99,12999.591,4/4/2022,59.69,2.49,99.75,-32.4989775,12969.75249
5556347143,Purchase Vehicle,0.25,14393.41,12954.069,3/21/2022,49.21,5.49,99.75,-32.3851725,12954.8072
5556366143,Refinance From Other Financial Institution,0.25,11061.2,9955.08,4/2/2022,63.03,2.74,99.75,-24.8877,9933.928864
5556390141,Purchase Vehicle,0.25,32660.8,29394.72,3/14/2022,59.71,2.99,99.75,-73.4868,29379.02402
5556412144,Purchase Vehicle,0.25,35103.85,31593.465,3/14/2022,69.14,1.49,99.75,-78.9836625,31545.43428
5556425145,Refinance From Other Financial Institution,0.25,30585.73,27527.157,3/24/2022,95.43,3.99,99.75,-68.8178925,27500.46697
5556425146,Refinance From Other Financial Institution,0.25,30647.2,27582.48,3/24/2022,95.62,3.99,99.75,-68.9562,27555.73633
5556474143,Purchase Vehicle,0.25,13203.56,11883.204,3/14/2022,46.74,1.74,99.75,-29.70801,11867.09168
5556489145,Purchase Vehicle,0.25,27360.22,24624.198,2/28/2022,63.63,1.74,99.75,-61.560495,24607.24441
5557011144,Purchase Vehicle,0.25,24352.23,21917.007,3/31/2022,75.1,1.74,99.75,-54.7925175,21869.52816
5557140143,Refinance From Other Financial Institution,0.25,16140.89,14526.801,3/25/2022,68.18,2.24,99.75,-36.3170025,14502.0736
5557192145,DCU Re-Finance,0.25,26067.9,23461.11,3/15/2022,53.91,1.24,99.75,-58.652775,23420.78903
5557337142,DCU Re-Finance,0.25,37678.9,33911.01,3/16/2022,91.29,1.24,99.75,-84.777525,33851.57747
5557519141,Refinance From Other Financial Institution,0.25,15206.52,13685.868,4/1/2022,36.12,2.74,99.75,-34.21467,13657.81759
5557532144,DCU Re-Finance,0.25,26660.88,23994.792,3/25/2022,85.52,1.99,99.75,-59.98698,23951.81174
5557583147,Refinance From Other Financial Institution,0.25,25626.14,23063.526,3/5/2022,53.56,1.24,99.75,-57.658815,23031.72361
5557612143,Purchase Vehicle,0.25,27305.23,24574.707,3/14/2022,55.5,1.24,99.75,-61.4367675,24533.30703
5557701146,DCU Re-Finance,0.25,22607.82,20347.038,3/28/2022,56.88,2.49,99.75,-50.867595,20310.05099
5557866142,Purchase Vehicle,0.25,23324.88,20992.392,4/2/2022,75.67,1.49,99.75,-52.48098,20944.19577
5557890149,DCU Re-Finance,0.25,28305.24,25474.716,3/15/2022,89.57,1.24,99.75,-63.68679,25430.93439
5557928143,Purchase Vehicle,0.25,35015.3,31513.77,3/28/2022,86.14,1.24,99.75,-78.784425,31445.69162
5558250146,DCU Re-Finance,0.25,18098.23,16288.407,4/5/2022,72.03,2.49,99.75,-40.7210175,16249.90835
5558253143,Purchase Vehicle,0.25,15834.85,14251.365,3/1/2022,65.64,3.24,99.75,-35.6284125,14262.54354
5558624143,Refinance From Other Financial Institution,0.25,13062.87,11756.583,4/1/2022,59.44,1.74,99.75,-29.3914575,11730.55425
5558766146,DCU Re-Finance,0.25,42504.39,38253.951,3/31/2022,82.53,1.24,99.75,-95.6348775,38167.41323
5558854143,Refinance From Other Financial Institution,0.25,41502.42,37352.178,3/8/2022,99.53,1.99,99.75,-93.380445,37319.89139
5559088143,DCU Re-Finance,0.25,11763.38,10587.042,3/23/2022,59.56,2.74,99.75,-26.467605,10572.49569
5559218142,Refinance From Other Financial Institution,0.25,23380.88,21042.792,3/25/2022,79.26,1.74,99.75,-52.60698,21003.22579
5559251144,Purchase Vehicle,0.25,44781.57,40303.413,3/18/2022,106.51,1.24,99.75,-100.7585325,40230.0387
5559325144,Refinance From Other Financial Institution,0.25,14985.16,13486.644,3/4/2022,47.84,2.24,99.75,-33.71661,13481.06829
5559699144,Purchase Vehicle,0.25,41890.08,37701.072,3/14/2022,83.8,2.49,99.75,-94.25268,37668.54579
5559783145,DCU Re-Finance,0.25,30507.39,27456.651,3/12/2022,89.66,1.24,99.75,-68.6416275,27412.26149
5559784144,Purchase Vehicle,0.25,16283.46,14655.114,3/18/2022,64.62,2.49,99.75,-36.637785,14638.47141
5559945146,Purchase Vehicle,0.25,20858.78,18772.902,3/12/2022,69.18,1.24,99.75,-46.932255,18742.55162
5560010143,Refinance From Other Financial Institution,0.25,48979.5,44081.55,3/18/2022,94.74,1.24,99.75,-110.203875,44001.29742
5560051142,Refinance From Other Financial Institution,0.25,30963.45,27867.105,3/15/2022,42.81,1.74,99.75,-69.6677625,27827.9918
5560054142,Refinance From Other Financial Institution,0.25,13370.89,12033.801,3/16/2022,59.43,1.24,99.75,-30.0845025,12012.71053
5560073145,DCU Re-Finance,0.25,41975.55,37777.995,3/19/2022,51.58,1.24,99.75,-94.4449875,37707.93493
5560194147,Refinance From Other Financial Institution,0.25,17305.27,15574.743,2/28/2022,72.79,1.74,99.75,-38.9368575,15564.0199
