ALIAS||CATEGORY||CREATE_DATE||DBSYMBOL||DESCRIPT||FLDNAME||MISMO_VALUE||MODIFY_DATE||PROFID||REC_CUSTOM||REFCODE||SRCENV||SYMBOLID
"630"||||5/18/2021 9:59:58 PM||"SFC_630"||"Resale Restrictions Terminate at Foreclosure with LTV ratio Based on Market Value"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28667
"631"||||5/18/2021 9:59:58 PM||"SFC_631"||"Resale Restrictions Survive at Foreclosure"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28668
"679"||||5/18/2021 9:59:58 PM||"SFC_679"||"HomePath Properties with an Eligible Exception"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28669
"707"||||5/18/2021 9:59:58 PM||"SFC_707"||"Employment Contract"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28670
"777"||||5/18/2021 9:59:58 PM||"SFC_777"||"Approved Vendor Tool: SEI"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28671
"785"||||5/18/2021 9:59:58 PM||"SFC_785"||"ARM with Fallback Language"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28672
"798"||||5/18/2021 9:59:58 PM||"SFC_798"||"FHA Higher Balance Mortgage Loans"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28673
"801"||||5/18/2021 9:59:58 PM||"SFC_801"||"Property Inspection Waiver (PIW)"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28674
"808"||||5/18/2021 9:59:58 PM||"SFC_808"||"High-Balance Conventional Mortgage Loans"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28675
"818"||||5/18/2021 9:59:58 PM||"SFC_818"||"HomeReady ""Thin File"""||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28676
"840"||||5/18/2021 9:59:58 PM||"SFC_840"||"High LTV Refinance – Alternative Qualification Path"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28677
"841"||||5/18/2021 9:59:58 PM||"SFC_841"||"Student Loan Cash-Out Refinance"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28678
"859"||||5/18/2021 9:59:58 PM||"SFC_859"||"MH Advantage"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28679
"861"||||1/8/2021 11:04:33 PM||"SFC_861"||"Docutech eNotarization for Fannie"||"ddFNMACodeManual"||||1/8/2021 11:06:11 PM||||"N"||||"WGS"||28297
"868"||0||6/24/2021 6:49:59 AM||"SFC_868"||"FNMA RefiNow"||"ddFNMACodeManual"||||7/7/2022 4:29:26 AM||41617||"N"||||"WGS"||28771
"900"||||5/18/2021 9:59:58 PM||"SFC_900"||"HomeReady Mortgage"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28680
"919"||||5/18/2021 9:59:58 PM||"SFC_919"||"COVID-19 Forbearance Plan"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28681
"920"||||5/18/2021 9:59:58 PM||"SFC_920"||"Remote Ink-Signed Notarization (RIN)"||"ddFNMACodeManual"||||5/18/2021 9:59:58 PM||||"N"||||"WGS"||28682
"Other"||||1/8/2021 11:04:33 PM||"SFC_OTH"||"Other"||"ddFNMACodeManual"||||1/8/2021 11:06:11 PM||||"N"||||"WGS"||28298
"1040"||||9/12/2018 4:14:42 PM||"FT_1040"||"1040"||"ddlCBCFormType"||||6/11/2020 2:22:01 AM||||||||||21649
"1065"||||9/12/2018 4:14:42 PM||"FT_1065"||"1065"||"ddlCBCFormType"||||6/11/2020 2:22:01 AM||||||||||21650
"1099"||||9/12/2018 4:14:42 PM||"FT_1099"||"1099"||"ddlCBCFormType"||||6/11/2020 2:22:01 AM||||||||||21651
"1120"||||9/12/2018 4:14:42 PM||"FT_1120"||"1120"||"ddlCBCFormType"||||6/11/2020 2:22:01 AM||||||||||21652
"W2"||||9/12/2018 4:14:42 PM||"FT_W2"||"W2"||"ddlCBCFormType"||||6/11/2020 2:22:01 AM||||||||||21653
"Additional Bureau Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_ABE"||"Additional Bureau Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30991
"Authorized User Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_AUE"||"Authorized User Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30992
"Borrower Type Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_BTE"||"Borrower Type Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30993
"Prop Buyout"||||9/12/2018 4:14:42 PM||"DXR_BUYO"||"PropBuyout"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6086
"Co-Signed"||||9/12/2018 4:14:42 PM||"DXR_COSN"||"CoSigned"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6087
"Court Ordered"||||9/12/2018 4:14:42 PM||"DXR_CRTO"||"CourtOrdered"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6088
"Dupl. Deferred"||||9/12/2018 4:14:42 PM||"DXR_DDEF"||"DupDeferred"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6089
"Duplicate Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_DEX"||"Duplicate Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30994
"Disputed Trade Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_DTE"||"Disputed Trade Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30995
"Multifile Trade Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_MTE"||"Multifile Trade Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30996
"Not The Applicants"||||9/12/2018 4:14:42 PM||"DXR_NOTA"||"NotTheApplicants"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6090
"Paid Off"||||9/12/2018 4:14:42 PM||"DXR_PAID"||"PaidOff"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6091
"Paid By Employer"||||9/12/2018 4:14:42 PM||"DXR_PBE"||"PaidByEmployer"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6092
"Paid By Other"||||9/12/2018 4:14:42 PM||"DXR_PBO"||"PaidByOther"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6093
"Paid in Full"||||9/12/2018 4:14:42 PM||"DXR_PIF"||"PaidFull"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6094
"Rulemod ECOA Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_REE"||"Rulemod ECOA Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30997
"Repull Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_RES"||"Repull Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30998
"Rulemod Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_REX"||"Rulemod Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||30999
"Secured"||||9/12/2018 4:14:42 PM||"DXR_SECR"||"Secured"||"Debt Excluded Reason"||||6/11/2020 2:22:01 AM||||||||||6095
"User Exclusion"||0||4/30/2022 9:24:58 AM||"DXR_UEX"||"User Exclusion"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||31000
"Unknown"||0||4/30/2022 9:24:58 AM||"DXR_UKN"||"Unknown"||"Debt Excluded Reason"||||4/30/2022 9:24:58 AM||4148||"N"||||"WGS"||31001
"1st"||0||9/12/2018 4:14:42 PM||"LP_1"||"First Lien."||"Debt Lien Position"||||6/11/2020 2:22:01 AM||||||"1"||||847
"2nd"||0||9/12/2018 4:14:42 PM||"LP_2"||"Second Lien."||"Debt Lien Position"||||6/11/2020 2:22:01 AM||||||"2"||||848
"Conventional"||||9/12/2018 4:14:42 PM||"DMT_CONV"||"Conventional"||"Debt Mortgage Type"||"Conventional"||6/11/2020 2:22:01 AM||||||||||5747
"FHA"||||9/12/2018 4:14:42 PM||"DMT_FHA"||"Federal Housing Authority"||"Debt Mortgage Type"||"FHA"||6/11/2020 2:22:01 AM||||||||||5746
"USDA"||||9/12/2018 4:14:42 PM||"DMT_RHD"||"Rural Housing and Community Development"||"Debt Mortgage Type"||"USDARuralDevelopment"||6/11/2020 2:22:01 AM||||||||||19739
"VA"||||9/12/2018 4:14:42 PM||"DMT_VA"||"Veteran Affairs"||"Debt Mortgage Type"||"VA"||6/11/2020 2:22:01 AM||||||||||5745
"Annual"||||9/12/2018 4:14:42 PM||"DP_A"||"Annual"||"Debt Period"||"Annual"||6/11/2020 2:22:01 AM||||||"7"||||849
"AtMaturity"||||9/12/2018 4:14:42 PM||"DP_AM"||"AtMaturity"||"Debt Period"||"AtMaturity"||6/11/2020 2:22:01 AM||||||"8"||||850
"Biweekly"||||9/12/2018 4:14:42 PM||"DP_BW"||"Biweekly"||"Debt Period"||"Biweekly"||6/11/2020 2:22:01 AM||||||"2"||||851
"Monthly"||||9/12/2018 4:14:42 PM||"DP_M"||"Monthly"||"Debt Period"||"Monthly"||6/11/2020 2:22:01 AM||||||"4"||||852
"Other"||||9/12/2018 4:14:42 PM||"DP_OTH"||"Other"||"Debt Period"||"Other"||6/11/2020 2:22:01 AM||||||"9"||||853
"Quarterly"||||9/12/2018 4:14:42 PM||"DP_Q"||"Quarterly"||"Debt Period"||"Quarterly"||6/11/2020 2:22:01 AM||||||"Q"||||854
"Semiannual"||||9/12/2018 4:14:42 PM||"DP_SEMIA"||"Semiannual"||"Debt Period"||"Semiannual"||6/11/2020 2:22:01 AM||||||"S"||||855
"Semimonthly"||||9/12/2018 4:14:42 PM||"DP_SEMIM"||"Semimonthly"||"Debt Period"||"Semimonthly"||6/11/2020 2:22:01 AM||||||"3"||||856
"Weekly"||||9/12/2018 4:14:42 PM||"DP_W"||"Weekly"||"Debt Period"||"Weekly"||6/11/2020 2:22:01 AM||||||"1"||||857
"First Mort Being Fin"||0||9/12/2018 4:14:42 PM||"DT_1STM"||"First Mortgage Being Financed"||"Debt Type"||"FirstMortgageBeingFinanced"||6/11/2020 2:22:01 AM||2||||"6"||||858
"Alimony Expense"||||9/12/2018 4:14:42 PM||"DT_AE"||"Alimony Expense"||"Debt Type"||"Alimony"||6/11/2020 2:22:01 AM||||||"DR"||||859
"Bor Est Tot Mon"||||9/12/2018 4:14:42 PM||"DT_BEST"||"Bor Est Tot Mon"||"Debt Type"||"BorrowerEstimatedTotalMonthlyLiabilityPayment"||6/11/2020 2:22:01 AM||||||"1"||||860
"Child Care"||||9/12/2018 4:14:42 PM||"DT_CHILD"||"Child Care"||"Debt Type"||"ChildCare"||6/11/2020 2:22:01 AM||||||"4"||||861
"Child Support Exp"||||9/12/2018 4:14:42 PM||"DT_CSE"||"Child Support"||"Debt Type"||"ChildSupport"||6/11/2020 2:22:01 AM||||||"DT"||||862
"Dfrd Student Ln"||||9/12/2018 4:14:42 PM||"DT_DSL"||"Deferred Student Loan"||"Debt Type"||"DeferredStudentLoan"||6/11/2020 2:22:01 AM||||||"0"||||863
"Delinquent Taxes"||||9/12/2018 4:14:42 PM||"DT_DTAX"||"Delinquent Taxes"||"Debt Type"||"DelinquentTaxes"||6/11/2020 2:22:01 AM||||||"5"||||864
"Garnishments"||||9/12/2018 4:14:42 PM||"DT_GARN"||"Garnishments"||"Debt Type"||"Garnishments"||6/11/2020 2:22:01 AM||||||"G"||||865
"HELOC"||||9/12/2018 4:14:42 PM||"DT_HELC"||"HELOC"||"Debt Type"||"HELOC"||6/11/2020 2:22:01 AM||||||"10"||||866
"Unsec H Imprv Instl"||||9/12/2018 4:14:42 PM||"DT_HII"||"Unsecured Home Improvement Loan Installment"||"Debt Type"||"UnsecuredHomeImprovementLoanInstallment"||6/11/2020 2:22:01 AM||||||"8"||||867
"Unsec H Imprv Rvlv"||||9/12/2018 4:14:42 PM||"DT_HIR"||"UnsecuredHomeImprovementLoanRevolving"||"Debt Type"||"UnsecuredHomeImprovementLoanRevolving"||6/11/2020 2:22:01 AM||||||"9"||||868
"Installment"||||9/12/2018 4:14:42 PM||"DT_IL"||"Installment"||"Debt Type"||"Installment"||6/11/2020 2:22:01 AM||||||"I"||||869
"Job Related Exp"||||9/12/2018 4:14:42 PM||"DT_JRE"||"Job Related Expenses"||"Debt Type"||"JobRelatedExpenses"||6/11/2020 2:22:01 AM||||||"DZ"||||870
"Coll Judgemnts Liens"||||9/12/2018 4:14:42 PM||"DT_JUDG"||"Collections Judgements And Liens"||"Debt Type"||"CollectionsJudgementsAndLiens"||6/11/2020 2:22:01 AM||||||"3"||||871
"Lease Payments"||||9/12/2018 4:14:42 PM||"DT_LEAS"||"Lease Payments"||"Debt Type"||"LeasePayments"||6/11/2020 2:22:01 AM||||||"JE"||||872
"Mortgage"||||9/12/2018 4:14:42 PM||"DT_MTG"||"Mortgage Loan"||"Debt Type"||"MortgageLoan"||6/11/2020 2:22:01 AM||||||"M"||||873
"Open 30-Day Charge Account"||||9/12/2018 4:14:42 PM||"DT_OE"||"Open 30 Day Charge Account"||"Debt Type"||"Open30DayChargeAccount"||6/11/2020 2:22:01 AM||||||"O"||||874
"Other Expense"||||9/12/2018 4:14:42 PM||"DT_OEXP"||"Other Expense"||"Debt Type"||"OtherExpense"||6/11/2020 2:22:01 AM||||||"EE"||||875
"Other Liability"||||9/12/2018 4:14:42 PM||"DT_OTH"||"Other Liability"||"Debt Type"||"OtherLiability"||6/11/2020 2:22:01 AM||||||"Z"||||876
"Revolving"||||9/12/2018 4:14:42 PM||"DT_RVLV"||"Revolving"||"Debt Type"||"Revolving"||6/11/2020 2:22:01 AM||||||"R"||||877
"Separate Maint Exp"||||9/12/2018 4:14:42 PM||"DT_SME"||"Separate Maintenance Expense"||"Debt Type"||"SeparateMaintenanceExpense"||6/11/2020 2:22:01 AM||||||"DV"||||878
"Taxes"||||9/12/2018 4:14:42 PM||"DT_TAX"||"Taxes"||"Debt Type"||"Taxes"||6/11/2020 2:22:01 AM||||||"T3"||||879
"Union Dues"||||9/12/2018 4:14:42 PM||"DT_UNDU"||"Union Dues"||"Debt Type"||"UnionDues"||6/11/2020 2:22:01 AM||||||"7"||||880
"Car Maintenance"||0||3/18/2019 11:20:36 PM||"ET_CAR"||"Car Maintenance"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"CMT"||"WGS"||25931
"Charitable Contrib"||0||3/18/2019 11:20:36 PM||"ET_CHAR"||"Charitable Contributions"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"CHR"||"WGS"||25932
"Clothing"||0||3/18/2019 11:20:36 PM||"ET_CLOTH"||"Clothing"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"CLO"||"WGS"||25933
"Dry Cleaning"||0||3/18/2019 11:20:36 PM||"ET_DRY"||"Dry Cleaning"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"DRY"||"WGS"||25934
"Entertainment"||0||3/18/2019 11:20:36 PM||"ET_ENT"||"Entertainment"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"ENT"||"WGS"||25935
"Grocery Toiletry"||0||3/18/2019 11:20:36 PM||"ET_GROC"||"Grocery and Toiletry"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"GRO"||"WGS"||25936
"Health Insurance"||0||3/18/2019 11:20:36 PM||"ET_HLTH"||"Health Insurance"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"HLT"||"WGS"||25937
"Medical"||0||3/18/2019 11:20:36 PM||"ET_MED"||"Medical"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"MED"||"WGS"||25938
"Misc Living Expense"||0||3/18/2019 11:20:36 PM||"ET_MISC"||"Miscellaneous Living Expense"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"MSC"||"WGS"||25939
"Net Rental Expense"||0||3/18/2019 11:20:36 PM||"ET_NTRNT"||"Net Rental Expense"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"NRT"||"WGS"||25940
"Payroll Ins Deduct"||0||3/18/2019 11:20:36 PM||"ET_PAYIN"||"Payroll Insurance Deduction"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"PID"||"WGS"||25941
"Payroll Misc Deduct"||0||3/18/2019 11:20:36 PM||"ET_PAYMI"||"Payroll Miscellaneous Deduction"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"PMD"||"WGS"||25942
"Payroll Prfit Shring"||0||3/18/2019 11:20:36 PM||"ET_PAYPR"||"Payroll Profit Sharing Deduction"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"PPD"||"WGS"||25943
"Payroll Retire Ded"||0||3/18/2019 11:20:36 PM||"ET_PAYRT"||"Payroll Retirement Deduction"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"PRD"||"WGS"||25944
"Payroll Tax Deduct"||0||3/18/2019 11:20:36 PM||"ET_PAYTX"||"Payroll Tax Deduction"||"Debt Type"||"OtherExpense"||4/4/2022 9:17:22 AM||23064||"N"||"PTD"||"WGS"||25945
"2nd Position Mtg"||0||3/18/2019 11:20:36 PM||"LT_2MTG"||"Second Position Mortgage Lien"||"Debt Type"||"OtherLiability"||6/11/2020 2:22:01 AM||2||"N"||"2LN"||"WGS"||25946
"3rd Position Mtg"||0||3/18/2019 11:20:36 PM||"LT_3MTG"||"Third Position Mortgage Lien"||"Debt Type"||"OtherLiability"||6/11/2020 2:22:01 AM||2||"N"||"3LN"||"WGS"||25947
"HOA Lien"||0||3/18/2019 11:20:36 PM||"LT_HOALN"||"Homeowners Association Lien"||"Debt Type"||"OtherLiability"||4/4/2022 9:17:22 AM||23064||"N"||"HOA"||"WGS"||25948
"Monetary Judgement"||0||3/18/2019 11:20:36 PM||"LT_MONJD"||"Monetary Judgement"||"Debt Type"||"OtherLiability"||4/4/2022 9:17:22 AM||23064||"N"||"JDG"||"WGS"||25949
"Personal Loan"||0||3/18/2019 11:20:36 PM||"LT_PRSLN"||"Personal Loan"||"Debt Type"||"OtherLiability"||4/4/2022 9:17:22 AM||23064||"N"||"PRS"||"WGS"||25950
"Tax Lien"||0||3/18/2019 11:20:36 PM||"LT_TAX"||"Tax Lien"||"Debt Type"||"OtherLiability"||4/4/2022 9:17:22 AM||23064||"N"||"TXL"||"WGS"||25951
"Bankruptcies"||0||9/12/2018 4:14:42 PM||"DV_BR"||"Bankruptcies"||"Debt Verifi Type"||""||6/11/2020 2:22:01 AM||||||||||19121
"Credit Report"||0||9/12/2018 4:14:42 PM||"DV_CR"||"Credit Report"||"Debt Verifi Type"||""||6/11/2020 2:22:01 AM||||||||||19119
"Judgments"||0||9/12/2018 4:14:42 PM||"DV_JM"||"Judgments"||"Debt Verifi Type"||""||6/11/2020 2:22:01 AM||||||||||19120
"Non-traditional cred"||0||9/12/2018 4:14:42 PM||"DV_NT"||"Non-traditional credit"||"Debt Verifi Type"||""||6/11/2020 2:22:01 AM||||||||||19122
"Other"||0||9/12/2018 4:14:42 PM||"DV_OT"||"Other"||"Debt Verifi Type"||""||6/11/2020 2:22:01 AM||||||||||19123
"Equifax UDM"||||9/12/2018 4:14:42 PM||"DM_EQFAX"||"Equifax UDM"||"DebtProvider"||||6/11/2020 2:22:01 AM||||||||||19499
"Business Bank Reason"||||3/31/2022 1:31:45 PM||"DR_BBR"||"Business Bank Reason"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30820
"Bank Error"||||3/31/2022 1:31:45 PM||"DR_BNKE"||"Bank Error"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30821
"Bank REL-DEPOSIT"||||3/31/2022 1:31:45 PM||"DR_BRD"||"Bank REL-DEPOSIT"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30822
"Bank REL- LEND"||||3/31/2022 1:31:45 PM||"DR_BRL"||"Bank REL- LEND"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30823
"Bank REL- MTG"||||3/31/2022 1:31:45 PM||"DR_BRM"||"Bank REL- MTG"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30824
"Bank REL - Refi Debt"||||3/31/2022 1:31:45 PM||"DR_BRRB"||"Bank REL - Refi Debt"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30825
"Bank REL- Tenure"||||3/31/2022 1:31:45 PM||"DR_BRT"||"Bank REL- Tenure"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30826
"Business Reason"||||5/18/2021 9:59:57 PM||"DR_BUSR"||"Business Reason"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28637
"Exc. Credit History"||||5/18/2021 9:59:57 PM||"DR_CRDH"||"Exc. Credit History"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28638
"Existing Customer"||||5/18/2021 9:59:57 PM||"DR_EXCUS"||"Existing Customer"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28639
"FICO Score"||||3/31/2022 1:31:45 PM||"DR_FISC"||"FICO Score"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30827
"First Lien Position"||||3/31/2022 1:31:45 PM||"DR_FLP"||"First Lien Position"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30828
"High Avail Assets"||||5/18/2021 9:59:57 PM||"DR_HAA"||"High Avail Assets"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28640
"Imprvd Fin position"||||3/31/2022 1:31:45 PM||"DR_IFP"||"Imprvd Fin position"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30829
"Low DTI"||||3/31/2022 1:31:45 PM||"DR_LDTI"||"Low DTI"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30830
"Low LTV/Collateral"||||5/18/2021 9:59:57 PM||"DR_LLC"||"Low LTV/Collateral"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28641
"Low LTV"||||3/31/2022 1:31:45 PM||"DR_LLT"||"Low LTV"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30831
"Low Unsecured Util"||||3/31/2022 1:31:45 PM||"DR_LUU"||"Low Unsecured Util"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30832
"Mtg paid as agreed"||||3/31/2022 1:31:45 PM||"DR_MPG"||"Mtg paid as agreed"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30833
"N/A"||||5/18/2021 9:59:57 PM||"DR_NA"||"N/A"||"Decision Reason"||||5/18/2021 9:59:57 PM||||"N"||||"WGS"||28642
"Non-Expct-Charge-Off"||||3/31/2022 1:31:45 PM||"DR_NECO"||"Non-Expct-Charge-Off"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30834
"Other"||||5/18/2021 9:59:57 PM||"DR_OTHER"||"Other"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||28643
"Re-Established Crdt"||||3/31/2022 1:31:45 PM||"DR_REC"||"Re-Established Crdt"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30835
"Reduce Term/Rate"||||3/31/2022 1:31:45 PM||"DR_RTR"||"Reduce Term/Rate"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30836
"Time in residence"||||3/31/2022 1:31:45 PM||"DR_TIR"||"Time in residence"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30837
"Time - Job/Industry"||||3/31/2022 1:31:45 PM||"DR_TJI"||"Time - Job/Industry"||"Decision Reason"||||3/31/2022 1:31:45 PM||||"N"||||"WGS"||30838
"Core Logic"||0||9/12/2018 4:14:42 PM||"FA_INC"||"Core Logic"||"Def 4560T Interface"||"Core Logic"||6/11/2020 2:22:01 AM||21612||||||||25013
"CoreLogic 4506-C"||||10/7/2022 7:20:11 AM||"FA_INCN"||"CoreLogic 4506-C"||"Def 4560T Interface"||"CoreLogic 4506-C"||10/7/2022 7:20:11 AM||||"N"||||"WGS"||32021
"Equifax4506T"||0||9/12/2018 4:14:42 PM||"IF_E4506"||"Equifax"||"Def 4560T Interface"||||6/11/2020 2:22:01 AM||21613||||||||24950
"First American Mtg"||0||9/12/2018 4:14:42 PM||"IN_INC"||"First American Mtg"||"Def 4560T Interface"||"First American Mtg"||6/11/2020 2:22:01 AM||21614||"N"||||"WGS"||25175
"ARC ML Tax"||||10/29/2021 1:34:57 PM||"ML_TT"||"ARC MeridianLink"||"Def 4560T Interface"||||1/31/2022 11:51:33 PM||||"N"||||"WGS"||30539
"VeriTax"||0||9/12/2018 4:14:42 PM||"VT_INC"||"VeriTax"||"Def 4560T Interface"||"VeriTax"||6/11/2020 2:22:01 AM||21615||||||||25012
"CBCAppraisal"||0||9/12/2018 4:14:42 PM||"AIF_CBC"||"CBC Appraisal / Title"||"Def Appr Interface"||||6/11/2020 2:22:01 AM||2754||||||||5275
"Accurate Title"||0||9/12/2018 4:14:42 PM||"DFI_ACCT"||"Accurate Title"||"Def Appr Interface"||||6/11/2020 2:22:01 AM||21616||||||||14032
"ARC Appraisal"||0||9/7/2021 12:39:54 AM||"DFI_ARC"||"ARC Appraisal"||"Def Appr Interface"||||9/7/2021 12:53:32 AM||26465||"Y"||||"BECU"||29134
"PCR"||0||9/12/2018 4:14:42 PM||"DFI_CLA"||"CoreLogic Appraisal"||"Def Appr Interface"||||6/11/2020 2:22:01 AM||21617||||||||24987
"FirstAmericanTitle"||||||"DFI_FAMT"||"FirstAmerican Title"||"Def Appr Interface"||||7/23/2021 8:50:32 PM||24727||||||||28763
"ReggoraAppraisal"||||12/17/2020 10:39:28 PM||"DFI_REGG"||"Reggora Appraisal"||"Def Appr Interface"||||12/17/2020 10:39:28 PM||24262||"N"||||"WGS"||28085
"ServiceLink"||||9/12/2018 4:14:42 PM||"DFI_SLT"||"ServiceLink Title"||"Def Appr Interface"||||6/11/2020 2:22:01 AM||||"N"||"SL"||"WGS"||25781
"Stewart Title"||0||4/30/2022 9:29:07 AM||"DFI_STE"||"Stewart Title"||"Def Appr Interface"||||4/30/2022 9:29:07 AM||27965||"N"||||"WGS"||31068
"FNC"||0||9/12/2018 4:14:42 PM||"FNC_APPR"||"FNC Collateral Management"||"Def Appr Interface"||||5/24/2021 10:40:02 PM||||||||||17470
"Mercury Network"||0||9/12/2018 4:14:42 PM||"IF_MERCU"||"Mercury Network"||"Def Appr Interface"||||6/11/2020 2:22:01 AM||21618||"N"||||"WGS"||25170
